ImageId,EncodedPixels
77409,"[121564, 13, 128260, 9, 128344, 101, 128770, 28, 128820, 21, 128847, 123, 129284, 20, 129336, 10, 129363, 114, 129881, 100]"
79267,[]
75996,"[29915, 1, 30427, 2, 30938, 3, 31450, 4, 31961, 5, 32473, 5, 32985, 6, 33497, 6, 34008, 8, 34520, 8, 35032, 8, 35545, 7, 36057, 6, 36570, 5, 37083, 3, 37596, 1, 43243, 1, 43754, 3, 44266, 3, 44778, 3, 45291, 1, 45803, 1, 46315, 1, 46827, 1, 59643, 1, 60155, 1, 60666, 3, 61178, 4, 61690, 4, 62202, 4, 62714, 4, 63226, 3, 63739, 2, 64251, 2, 64763, 2, 65275, 1, 72459, 1, 72970, 2, 73482, 3, 73993, 4, 74505, 4, 75017, 5, 75529, 5, 76041, 6, 76552, 7, 77064, 7, 77576, 8, 78088, 8, 78600, 9, 79112, 9, 79625, 8, 80137, 7, 80650, 5, 81163, 3, 81675, 1, 85787, 1, 86298, 2, 86809, 4, 87320, 5, 87832, 6, 88344, 6, 88857, 5, 89369, 5, 89882, 3, 90394, 3, 90906, 3, 91419, 2, 91931, 1, 95018, 1, 95525, 7, 96035, 10, 96546, 12, 97059, 11, 97572, 10, 98085, 9, 98598, 8, 99111, 7, 99624, 6, 100136, 6, 100649, 4, 101161, 4, 101674, 3, 102186, 3, 102698, 2, 103211, 1, 103723, 1, 110906, 2, 111417, 4, 111929, 5, 112440, 7, 112952, 8, 113464, 9, 113975, 11, 114487, 12, 115000, 11, 115512, 10, 116025, 8, 116538, 7, 117050, 5, 117563, 3, 122698, 2, 123210, 2, 130393, 3, 130904, 5, 131416, 6, 131927, 8, 132440, 7, 132952, 7, 133465, 5, 133978, 3, 134490, 2, 149370, 1]"
71552,[]
74543,"[136925, 137, 137417, 197, 137908, 266, 138403, 291, 138942, 251, 139474, 150, 140030, 14]"
72670,"[22473, 1, 22977, 14, 22997, 10, 23485, 38, 23996, 39, 24511, 18, 24532, 12, 25029, 7, 25050, 2, 31653, 1, 32157, 10, 32668, 12, 33182, 8, 40834, 2, 41345, 7, 41857, 6, 42370, 2, 67916, 2, 68428, 2, 85298, 3, 85809, 6, 86321, 5, 86833, 4, 87346, 3, 87858, 2, 88370, 2, 88882, 1, 89394, 1, 89906, 1, 90418, 1, 99625, 1, 100137, 1, 100649, 2, 101160, 3, 101672, 3, 102183, 4, 102694, 5, 103205, 6, 103715, 8, 104226, 9, 104737, 10, 105249, 10, 105761, 9, 106272, 10, 106784, 10, 107296, 8, 107808, 7, 108320, 6, 108831, 7, 109343, 7, 109855, 7, 110366, 8, 110878, 8, 111390, 8, 111901, 8, 112413, 8, 112925, 8, 113437, 8, 113949, 7, 114460, 8, 114972, 8, 115484, 8, 115995, 8, 116507, 8, 117017, 10, 117528, 11, 118040, 10, 118551, 11, 119063, 11, 119575, 11, 120087, 10, 120598, 11, 121110, 11, 121622, 11, 122134, 11, 122646, 11, 123158, 11, 123669, 12, 124181, 12, 124693, 11, 125205, 11, 125717, 11, 126229, 11, 126741, 11, 127252, 12, 127764, 12, 128276, 12, 128788, 12, 129300, 12, 129811, 13, 130323, 13, 130835, 12, 131347, 12, 131859, 11, 132370, 12, 132882, 11, 133393, 12, 133905, 12, 134416, 12, 134927, 13, 135439, 13, 135951, 12, 136462, 13, 136974, 13, 137486, 13, 137998, 12, 138509, 13, 139021, 13, 139533, 13, 140045, 13, 140557, 13, 141069, 12, 141581, 12, 142093, 12, 142604, 13, 143116, 13, 143628, 12, 144140, 12, 144652, 12, 145164, 12, 145676, 11, 146187, 12, 146699, 12, 147211, 12, 147723, 11, 148235, 11, 148747, 11, 149259, 10, 149771, 10, 150282, 11, 150794, 10, 151306, 10, 151818, 10, 152330, 10, 152842, 9, 153354, 9, 153865, 10, 154377, 10, 154889, 10, 155400, 10, 155912, 10, 156424, 10, 156935, 11, 157447, 11, 157958, 12, 158470, 12, 158982, 12, 159494, 12, 160005, 13, 160517, 13, 161029, 13, 161541, 13, 162053, 13, 162565, 13, 163077, 13, 163588, 13, 164100, 13, 164612, 13, 165124, 13, 165636, 13, 166148, 13, 166660, 13, 167172, 13, 167684, 13, 168196, 13, 168707, 13, 169219, 13, 169731, 13, 170243, 13, 170755, 13, 171267, 13, 171779, 12, 172291, 12, 172803, 12, 173315, 12, 173827, 11, 174339, 11, 174851, 11, 175363, 11, 175875, 11, 176387, 11, 176899, 11, 177411, 10, 177923, 10, 178434, 11, 178946, 11, 179458, 11, 179970, 11, 180482, 11, 180994, 11, 181506, 11, 182018, 11, 182530, 11, 183042, 11, 183554, 11, 184066, 11, 184578, 11, 185090, 10, 185602, 10, 186114, 10, 186626, 10, 187138, 10, 187650, 10, 188162, 10, 188674, 10, 189186, 9, 189698, 9, 190210, 9, 190722, 9, 191233, 10, 191745, 10, 192257, 10, 192769, 10, 193281, 10, 193793, 10, 194305, 10, 194817, 10, 195329, 10, 195841, 10, 196353, 10, 196865, 10, 197377, 10, 197890, 9, 198402, 9, 198914, 9, 199426, 9, 199938, 9, 200450, 9, 200962, 9, 201474, 9, 201986, 9, 202498, 9, 203010, 9, 203521, 10, 204033, 10, 204545, 10, 205057, 10, 205569, 10, 206081, 10, 206593, 10, 207105, 10, 207617, 10, 208129, 10, 208641, 10, 209153, 10, 209665, 10, 210177, 10, 210689, 10, 211201, 10, 211713, 10, 212226, 9, 212738, 9, 213250, 9, 213762, 9, 214274, 9, 214786, 9, 215298, 9, 215810, 9, 216322, 9, 216834, 9, 217346, 9, 217858, 9, 218370, 10, 218882, 10, 219394, 10, 219906, 10, 220419, 9, 220931, 9, 221443, 9, 221955, 9, 222467, 9, 222979, 9, 223491, 9, 224003, 10, 224515, 10, 225027, 10, 225539, 10, 226051, 10, 226563, 11, 227075, 11, 227587, 11, 228099, 11, 228611, 11, 229124, 10, 229636, 11, 230148, 11, 230660, 11, 231172, 11, 231685, 10, 232197, 10, 232709, 10, 233221, 10, 233733, 11, 234246, 10, 234758, 10, 235270, 10, 235783, 9, 236297, 7, 236810, 6, 237322, 6, 237835, 5, 238347, 5, 238859, 5, 239371, 6, 239883, 6, 240395, 6, 240907, 6, 241419, 6, 241932, 5, 242444, 5, 242956, 6, 243468, 6, 243980, 6, 244492, 6, 245004, 7, 245516, 7, 246028, 7, 246540, 7, 247053, 5, 247565, 5, 248077, 5, 248590, 3, 249102, 3, 249614, 3, 250127, 1]"
75799,"[207341, 1, 207853, 1, 208365, 2, 208877, 2, 209388, 4, 209900, 4, 210412, 5, 210923, 6, 211435, 6, 211947, 6, 212459, 6, 212971, 6, 213483, 6, 213995, 5, 214507, 5, 215019, 5, 215531, 5, 216043, 4, 216555, 4, 217067, 4, 217580, 3, 218092, 3, 218604, 2, 219116, 2, 219628, 2, 220140, 2, 220653, 1, 226784, 1, 227296, 1, 227808, 2, 228319, 4, 228831, 4, 229342, 5, 229854, 5, 230366, 5, 230879, 3, 231391, 2, 231904, 1, 237011, 1, 237522, 3, 238033, 5, 238544, 7, 239057, 5, 239570, 3, 240083, 1]"
69215,[]
71727,"[120877, 1, 121388, 3, 121900, 3, 122412, 3, 122925, 1, 123437, 1, 123949, 1, 124461, 1, 124973, 1, 129086, 2, 129595, 6, 130106, 8, 130617, 10, 131130, 9, 131643, 8, 132155, 8, 132668, 7, 133180, 8, 133693, 7, 134205, 7, 134717, 8, 135230, 6, 137295, 3, 137805, 6, 138316, 8, 138828, 10, 139340, 11, 139852, 11, 140365, 10, 140878, 10, 141391, 9, 141904, 8, 142417, 11, 142934, 15, 143447, 16, 143959, 18, 144474, 15, 144989, 12, 145503, 11, 146016, 11, 146530, 12, 147042, 20, 147557, 19, 148070, 19, 148584, 19, 149099, 16, 149613, 14, 150127, 12, 150640, 12, 151153, 12, 151666, 13, 152179, 18, 152692, 21, 153205, 22, 153730, 7, 155796, 6, 156306, 9, 156816, 13, 157328, 14, 157841, 14, 158355, 11, 158868, 10, 159381, 9, 159894, 8, 160407, 6, 160920, 3, 161954, 10, 162471, 5, 166073, 4, 166583, 7, 167096, 6, 167609, 5, 168122, 4, 168635, 3, 169147, 2, 169660, 1, 170172, 1, 175309, 2, 175820, 3, 176333, 2, 176845, 2, 183518, 3, 184029, 5, 184541, 6, 185053, 5, 185566, 4, 186078, 4, 186591, 2, 187103, 2, 193458, 9, 193969, 10, 211804, 1]"
72312,"[12083, 1, 12595, 1, 13107, 1, 13618, 3, 14130, 3, 14643, 2, 15155, 2, 15667, 2, 16179, 2, 16691, 1, 19258, 2, 19769, 3, 20280, 5, 20792, 5, 21303, 6, 21815, 6, 22327, 7, 22839, 7, 23351, 7, 23863, 7, 24375, 7, 24887, 8, 25399, 8, 25911, 8, 26424, 7, 26936, 7, 27448, 7, 27960, 7, 28472, 8, 28984, 8, 29496, 8, 30008, 8, 30520, 8, 31032, 9, 31544, 9, 32056, 9, 32568, 9, 33080, 9, 33592, 9, 34104, 10, 34617, 9, 35129, 9, 35641, 9, 36153, 9, 36665, 10, 37177, 10, 37689, 11, 38201, 11, 38713, 11, 39226, 10, 39738, 11, 40250, 11, 40762, 11, 41274, 11, 41786, 11, 42298, 11, 42810, 11, 43322, 11, 43834, 11, 44346, 12, 44859, 11, 45371, 11, 45883, 11, 46395, 11, 46907, 11, 47419, 11, 47931, 11, 48443, 11, 48955, 11, 49468, 10, 49980, 10, 50492, 10, 51004, 10, 51517, 10, 52029, 10, 52541, 10, 53054, 9, 53566, 9, 54078, 9, 54590, 9, 55103, 8, 55615, 8, 56127, 8, 56639, 8, 57151, 8, 57663, 8, 58176, 7, 58688, 7, 59200, 7, 59712, 7, 60224, 7, 60736, 8, 61248, 8, 61760, 8, 62272, 8, 62784, 8, 63296, 8, 63808, 8, 64320, 8, 64832, 8, 65344, 8, 65856, 8, 66368, 8, 66881, 7, 67393, 7, 67905, 8, 68417, 8, 68929, 8, 69441, 8, 69953, 8, 70465, 8, 70977, 8, 71489, 8, 72001, 8, 72513, 8, 73025, 8, 73537, 9, 74049, 9, 74561, 9, 75073, 9, 75585, 9, 76097, 9, 76609, 9, 77121, 9, 77633, 9, 78145, 10, 78657, 10, 79169, 10, 79681, 10, 80193, 10, 80705, 10, 81217, 10, 81729, 11, 82241, 11, 82753, 11, 83265, 11, 83777, 11, 84289, 12, 84801, 12, 85313, 12, 85825, 12, 86337, 12, 86849, 12, 87361, 12, 87874, 11, 88386, 11, 88898, 12, 89410, 12, 89922, 12, 90434, 12, 90946, 12, 91458, 12, 91970, 12, 92482, 12, 92994, 12, 93506, 12, 94018, 12, 94530, 12, 95042, 12, 95554, 12, 96066, 12, 96578, 13, 97090, 13, 97602, 13, 98114, 13, 98626, 13, 99138, 13, 99650, 13, 100163, 12, 100675, 12, 101187, 12, 101699, 12, 102211, 12, 102723, 12, 103235, 12, 103747, 12, 104259, 12, 104771, 12, 105283, 12, 105795, 12, 106307, 12, 106820, 11, 107332, 12, 107844, 12, 108356, 12, 108868, 12, 109380, 12, 109892, 12, 110404, 12, 110916, 12, 111429, 11, 111941, 11, 112453, 11, 112965, 11, 113478, 10, 113990, 10, 114502, 10, 115014, 10, 115526, 10, 116038, 10, 116551, 9, 117063, 9, 117575, 9, 118087, 9, 118599, 9, 119111, 10, 119623, 10, 120135, 10, 120648, 9, 121160, 9, 121672, 9, 122184, 9, 122696, 9, 123208, 9, 123720, 9, 124232, 9, 124744, 9, 125256, 9, 125768, 9, 126281, 8, 126793, 8, 127305, 8, 127817, 8, 128329, 8, 128841, 8, 129353, 8, 129865, 8, 130377, 8, 130889, 8, 131401, 8, 131913, 8, 132425, 8, 132937, 8, 133450, 7, 133962, 7, 134474, 7, 134986, 7, 135498, 7, 136010, 7, 136522, 7, 137034, 7, 137546, 7, 138058, 6, 138570, 6, 139082, 6, 139594, 6, 140106, 6, 140618, 6, 141130, 6, 141642, 6, 142154, 6, 142666, 6, 143178, 6, 143690, 6, 144202, 6, 144714, 6, 145226, 6, 145738, 6, 146250, 6, 146762, 6, 147274, 6, 147786, 6, 148298, 6, 148810, 6, 149322, 6, 149834, 6, 150346, 6, 150858, 6, 151370, 6, 151882, 6, 152394, 6, 152906, 6, 153418, 6, 153930, 6, 154442, 6, 154954, 6, 155466, 6, 155978, 6, 156490, 6, 157002, 6, 157514, 6, 158026, 6, 158538, 6, 159050, 6, 159562, 6, 160074, 6, 160586, 6, 161098, 6, 161610, 6, 162122, 6, 162634, 6, 163146, 6, 163658, 6, 164170, 6, 164682, 6, 165194, 6, 165706, 6, 166218, 6, 166730, 6, 167242, 6, 167754, 6, 168266, 6, 168778, 6, 169290, 6, 169802, 6, 170314, 6, 170826, 6, 171338, 6, 171850, 6, 172362, 6, 172874, 6, 173386, 6, 173898, 6, 174410, 6, 174922, 6, 175434, 6, 175946, 6, 176458, 6, 176970, 6, 177482, 6, 177994, 6, 178506, 6, 179018, 6, 179530, 6, 180042, 6, 180554, 6, 181066, 6, 181578, 7, 182090, 7, 182602, 7, 183114, 7, 183626, 7, 184138, 6, 184650, 6, 185162, 6, 185674, 6, 186186, 6, 186698, 6, 187210, 6, 187722, 6, 188234, 6, 188746, 6, 189258, 6, 189770, 6, 190282, 6, 190794, 6, 191306, 6, 191818, 6, 192330, 6, 192842, 6, 193354, 6, 193866, 6, 194378, 6, 194890, 6, 195402, 6, 195914, 6, 196426, 7, 196938, 7, 197450, 7, 197962, 7, 198474, 7, 198986, 7, 199498, 7, 200010, 7, 200522, 7, 201034, 7, 201546, 7, 202058, 7, 202570, 7, 203082, 7, 203594, 7, 204106, 7, 204618, 7, 205130, 7, 205642, 8, 206154, 8, 206666, 8, 207178, 8, 207690, 8, 208202, 8, 208714, 8, 209226, 8, 209738, 8, 210250, 8, 210762, 8, 211274, 8, 211786, 8, 212298, 8, 212810, 8, 213322, 8, 213834, 8, 214346, 8, 214859, 7, 215371, 7, 215883, 7, 216395, 7, 216907, 7, 217419, 7, 217931, 7, 218443, 7, 218955, 7, 219467, 7, 219979, 7, 220491, 7, 221003, 8, 221515, 8, 222027, 8, 222539, 8, 223051, 8, 223563, 8, 224075, 9, 224587, 9, 225099, 9, 225611, 9, 226123, 10, 226635, 10, 227147, 10, 227659, 10, 228171, 10, 228683, 11, 229195, 11, 229707, 11, 230219, 11, 230731, 11, 231243, 11, 231755, 10, 232267, 10, 232779, 10, 233291, 10, 233803, 10, 234315, 10, 234828, 9, 235340, 9, 235852, 9, 236364, 9, 236876, 9, 237388, 9, 237900, 9, 238412, 9, 238924, 9, 239436, 9, 239948, 9, 240460, 9, 240972, 9, 241484, 9, 241996, 9, 242508, 9, 243020, 9, 243532, 9, 244044, 10, 244556, 10, 245068, 10, 245581, 9, 246093, 9, 246605, 9, 247117, 9, 247629, 9, 248142, 8, 248659, 2]"
72063,"[948, 3, 1456, 8, 1968, 13, 2480, 13, 2992, 13, 3504, 14, 4016, 14, 4528, 15, 5040, 15, 5552, 16, 6065, 16, 6577, 17, 7090, 17, 7603, 16, 8116, 15, 8628, 15, 9140, 15, 9653, 15, 10166, 14, 10678, 14, 11192, 13, 11704, 14, 12217, 13, 12729, 14, 13242, 13, 13755, 13, 14267, 13, 14779, 14, 15292, 13, 15804, 13, 16317, 12, 16829, 13, 17342, 12, 17855, 12, 18367, 14, 18879, 15, 19392, 14, 19904, 15, 20416, 15, 20929, 15, 21441, 15, 21954, 14, 22466, 14, 22978, 14, 23491, 17, 24003, 17, 24516, 16, 25028, 16, 25540, 17, 26053, 16, 26565, 17, 27078, 16, 27590, 17, 28103, 16, 28615, 16, 29128, 15, 29640, 16, 30153, 15, 30666, 15, 31178, 15, 31690, 16, 32203, 15, 32715, 15, 33228, 14, 33741, 13, 34253, 14, 34766, 13, 35278, 13, 35791, 12, 36303, 12, 36816, 12, 37328, 12, 37841, 11, 38353, 12, 38866, 12, 39378, 12, 39891, 12, 40403, 12, 40916, 11, 41428, 11, 41940, 12, 42453, 11, 42965, 11, 43477, 11, 43990, 10, 44502, 11, 45014, 11, 45527, 10, 46039, 11, 46551, 12, 47064, 11, 47576, 12, 48088, 12, 48601, 11, 49113, 12, 49625, 12, 50138, 11, 50650, 12, 51163, 11, 51675, 11, 52187, 11, 52700, 11, 53212, 11, 53724, 12, 54237, 12, 54749, 13, 55261, 13, 55774, 12, 56286, 12, 56799, 12, 57312, 11, 57824, 11, 58337, 11, 58849, 11, 59361, 11, 59874, 11, 60386, 11, 60898, 12, 61410, 13, 61923, 12, 62435, 13, 62948, 12, 63460, 13, 63973, 12, 64486, 11, 64998, 12, 65510, 12, 66023, 11, 66535, 12, 67047, 12, 67559, 14, 68072, 14, 68584, 14, 69096, 15, 69609, 14, 70121, 14, 70633, 14, 71146, 13, 71658, 14, 72170, 14, 72683, 13, 73195, 13, 73708, 13, 74220, 13, 74732, 14, 75245, 14, 75757, 14, 76269, 14, 76782, 13, 77294, 13, 77807, 12, 78319, 12, 78832, 11, 79344, 12, 79857, 11, 80369, 12, 80882, 11, 81394, 12, 81906, 12, 82419, 11, 82931, 11, 83443, 11, 83955, 11, 84468, 10, 84980, 10, 85493, 9, 86005, 9, 86517, 10, 87030, 9, 87542, 9, 88055, 9, 88567, 9, 89080, 8, 89592, 8, 90104, 8, 90616, 8, 91128, 8, 91640, 8, 92152, 8, 92665, 7, 93177, 7, 93689, 7, 94201, 7, 94714, 6, 95226, 6, 95738, 6, 96251, 5, 96764, 4]"
79489,[]
77461,[]
70234,"[218788, 17, 219292, 26, 228428, 5]"
76773,"[131039, 1, 131551, 1, 132062, 2, 132574, 2, 133086, 3, 133598, 3, 134110, 3, 134622, 4, 135134, 4, 135645, 5, 136157, 5, 136669, 6, 137181, 6, 137693, 6, 138205, 7, 138716, 8, 139228, 8, 139740, 8, 140252, 8, 140764, 9, 141276, 9, 141788, 9, 142299, 10, 142811, 11, 143323, 11, 143835, 11, 144347, 11, 144859, 11, 145371, 11, 145883, 11, 146395, 11, 146907, 11, 147419, 11, 147931, 11, 148443, 11, 148955, 11, 149467, 11, 149979, 11, 150490, 12, 151002, 12, 151514, 12, 152026, 12, 152538, 12, 153050, 12, 153562, 12, 154074, 12, 154586, 12, 155098, 12, 155610, 12, 156122, 12, 156634, 12, 157146, 12, 157658, 12, 158170, 12, 158682, 12, 159194, 12, 159706, 12, 160218, 12, 160729, 13, 161241, 13, 161753, 13, 162265, 13, 162777, 13, 163289, 13, 163801, 12, 164313, 12, 164825, 12, 165337, 12, 165849, 12, 166361, 12, 166873, 12, 167385, 12, 167897, 12, 168409, 12, 168921, 11, 169433, 11, 169945, 11, 170457, 11, 170970, 10, 171482, 10, 171994, 10, 172506, 10, 173018, 9, 173530, 9, 174042, 9, 174554, 9, 175066, 9, 175578, 9, 176090, 9, 176602, 9, 177114, 8, 177626, 8, 178138, 8, 178650, 8, 179162, 8, 179675, 7, 180187, 6, 180699, 6, 181212, 5, 181724, 4, 182237, 3, 182750, 1, 188877, 2, 189389, 3, 189901, 3, 190413, 2, 190925, 2, 191437, 2, 191949, 2, 192461, 1, 206780, 1, 207292, 3, 207803, 5, 208315, 5, 208827, 5, 209339, 5, 209850, 6, 210362, 7, 210874, 7, 211386, 7, 211898, 7, 212410, 7, 212921, 8, 213433, 8, 213945, 8, 214457, 8, 214969, 8, 215480, 9, 215992, 9, 216504, 9, 217016, 9, 217528, 8, 218040, 8, 218552, 8, 219065, 6, 219577, 6, 220089, 6, 220601, 5, 221114, 4, 221626, 3, 222139, 2, 222652, 1, 229803, 1, 230315, 1, 230827, 2, 231339, 2, 231851, 2, 232362, 4, 232874, 4, 233386, 4, 233898, 4, 234410, 5, 234922, 5, 235434, 5, 235945, 6, 236457, 6, 236969, 6, 237481, 6, 237993, 6, 238505, 6, 239017, 6, 239528, 8, 240040, 8, 240552, 8, 241064, 8, 241576, 8, 242088, 8, 242600, 8, 243111, 9, 243623, 9, 244135, 9, 244647, 9, 245160, 7, 245672, 7, 246185, 5, 246697, 4, 247210, 3, 247722, 2]"
77297,[]
75022,"[1565, 9, 2071, 20, 2579, 34, 3090, 41, 3601, 47, 4113, 53, 4625, 57, 5145, 51, 5668, 42, 6186, 39, 6701, 39, 7216, 40, 7731, 39, 8248, 36, 8766, 32, 9281, 32, 9796, 34, 10311, 38, 10827, 38, 11344, 36, 11859, 37, 12373, 39, 12886, 42, 13399, 44, 13913, 44, 14429, 43, 14945, 43, 15459, 47, 15973, 52, 16487, 55, 17001, 58, 17516, 58, 18035, 54, 18551, 53, 19067, 53, 19581, 54, 20097, 54, 20613, 53, 21129, 53, 21645, 53, 22160, 56, 22676, 56, 23191, 57, 23707, 58, 24222, 60, 24737, 61, 25254, 60, 25769, 61, 26284, 61, 26800, 60, 27316, 58, 27833, 57, 28349, 59, 28864, 62, 29379, 62, 29895, 61, 30413, 58, 30931, 57, 31450, 54, 31965, 54, 32480, 52, 32996, 50, 33513, 47, 34031, 44, 34547, 46, 35061, 48, 35576, 48, 36092, 47, 36611, 44, 37127, 44, 37641, 45, 38155, 46, 38669, 46, 39185, 44, 39701, 43, 40217, 45, 40731, 47, 41246, 47, 41760, 48, 42279, 43, 42795, 43, 43311, 42, 43826, 41, 44340, 42, 44855, 40, 45370, 39, 45886, 38, 46401, 41, 46916, 41, 47432, 40, 47948, 38, 48464, 35, 48981, 32, 49497, 32, 50012, 32, 50526, 32, 51040, 31, 51554, 30, 52069, 29, 52584, 28, 53100, 28, 53615, 30, 54129, 30, 54644, 29, 55159, 28, 55674, 27, 56190, 25, 56703, 26, 57217, 26, 57731, 27, 58245, 28, 58759, 28, 59273, 28, 59787, 29, 60303, 26, 60819, 25, 61334, 27, 61848, 28, 62362, 30, 62876, 30, 63390, 30, 63907, 28, 64422, 29, 64936, 30, 65450, 31, 65964, 32, 66478, 32, 66993, 32, 67510, 31, 68024, 32, 68538, 33, 69052, 34, 69565, 34, 70080, 33, 70595, 32, 71112, 30, 71627, 30, 72141, 30, 72654, 31, 73169, 29, 73683, 29, 74201, 25, 74717, 24, 75230, 26, 75744, 25, 76257, 24, 76771, 22, 77284, 22, 77798, 20, 78316, 14, 78833, 8, 79350, 2]"
74961,"[30181, 2, 30693, 1, 31205, 1, 36307, 2, 36818, 7, 37328, 11, 37838, 14, 38348, 17, 38858, 20, 39370, 18, 39885, 13, 40400, 7, 48046, 2, 55691, 1, 56201, 7, 56711, 12, 57224, 9, 57737, 5, 58251, 1, 65381, 4, 65892, 6, 66407, 1, 186033, 2, 186545, 2, 187057, 2, 187569, 2, 188080, 3, 188592, 4, 189104, 4, 189616, 4, 190128, 4, 190640, 4, 191152, 4, 191664, 4, 192176, 4, 192688, 4, 193201, 3, 193713, 3, 194225, 2, 194737, 2, 195249, 2, 195761, 2, 196273, 2, 196785, 2, 197297, 2, 197810, 1, 198322, 1]"
71735,"[55704, 1, 56216, 1, 56728, 1, 57239, 2, 57751, 2, 58263, 2, 58775, 3, 59286, 4, 59798, 4, 60310, 4, 60821, 5, 61333, 5, 61846, 4, 62358, 4, 62870, 4, 63382, 4, 63894, 4, 64406, 4, 64918, 4, 65430, 4, 65942, 3, 66454, 3, 66966, 3, 67479, 2, 67991, 2, 68503, 2, 69015, 2, 69527, 2, 69695, 2, 70039, 2, 70206, 3, 70551, 2, 70718, 3, 71064, 1, 71230, 3, 71576, 1, 71742, 4, 72254, 4, 72766, 4, 73277, 6, 73789, 6, 74301, 6, 74813, 7, 75325, 7, 75837, 8, 76349, 8, 76861, 9, 77373, 10, 77885, 10, 78397, 11, 78909, 13, 79422, 11, 79934, 9, 80447, 6, 80960, 2, 88966, 1, 89478, 2, 89990, 2, 90501, 4, 91013, 4, 91525, 5, 92037, 5, 92548, 6, 93060, 7, 93572, 7, 94084, 7, 94595, 8, 95107, 9, 95619, 9, 96130, 10, 96642, 10, 97154, 10, 97380, 1, 97666, 10, 97890, 3, 98178, 10, 98402, 3, 98690, 10, 98915, 2, 99202, 10, 99427, 2, 99714, 10, 99939, 2, 100226, 10, 100451, 2, 100738, 9, 100963, 2, 101250, 9, 101475, 2, 101762, 9, 101987, 2, 102274, 9, 102499, 2, 102786, 9, 103012, 1, 103298, 9, 103524, 1, 103811, 8, 104036, 1, 104323, 8, 104548, 1, 104835, 7, 105060, 1, 105347, 7, 105572, 1, 105859, 7, 106084, 1, 106371, 7, 106596, 1, 106883, 7, 107108, 1, 107395, 7, 107620, 1, 107907, 7, 108419, 7, 108931, 7, 109443, 7, 109955, 7, 110467, 7, 110979, 7, 111491, 7, 112003, 7, 112514, 8, 113026, 8, 113538, 8, 114050, 8, 114562, 8, 115074, 8, 115586, 8, 116098, 8, 116610, 8, 117122, 8, 117634, 7, 118146, 7, 118658, 7, 119170, 7, 119683, 6, 120195, 6, 120707, 6, 121219, 6, 121731, 6, 122243, 6, 122755, 6, 123267, 6, 123779, 6, 124291, 6, 124803, 6, 125316, 4, 125828, 4, 126340, 4, 126852, 4, 127364, 4, 127875, 5, 128387, 5, 128899, 5, 129411, 5, 129923, 5, 130435, 5, 130947, 5, 131459, 5, 131971, 5, 132483, 5, 132995, 5, 133507, 5, 134019, 5, 134531, 5, 135042, 6, 135555, 5, 136067, 5, 136579, 5, 137091, 5, 137604, 4, 138116, 3, 138628, 3, 139140, 3, 139653, 2, 140165, 2, 140677, 2, 141189, 2, 141702, 1, 142214, 1, 168308, 1, 168820, 1, 169331, 2, 169843, 2, 170355, 3, 170867, 3, 171378, 4, 171890, 4, 172402, 4, 172914, 4, 173426, 4, 173938, 4, 174450, 5, 174962, 5, 175474, 5, 175986, 5, 176498, 5, 177010, 5, 177522, 5, 178034, 5, 178546, 5, 179058, 5, 179570, 5, 180082, 5, 180594, 5, 181105, 6, 181617, 6, 182130, 4, 182642, 4, 183154, 4, 183667, 2, 184179, 2, 184691, 2, 185204, 1, 189630, 2, 190142, 2, 190653, 4, 191165, 4, 191677, 4, 192189, 4, 192701, 4, 193213, 4, 193726, 3, 194238, 3, 194750, 3, 195262, 3, 195774, 3, 196286, 3, 196798, 3, 197310, 3, 197822, 3, 198334, 3, 198846, 3, 199358, 3, 199870, 3, 200382, 3, 200895, 1, 207055, 3, 207565, 6, 208076, 7, 208587, 9, 209099, 9, 209611, 9, 210123, 9, 210635, 9, 211148, 8, 211660, 8, 212172, 8, 212684, 8, 213197, 7, 213709, 7, 214221, 7, 214733, 7, 215245, 7, 215758, 6, 216270, 6, 216782, 6, 217294, 6, 217806, 6, 218318, 6, 218830, 6, 219343, 5, 219855, 5, 220367, 5, 220879, 5, 221392, 4, 221904, 3, 222416, 3, 222928, 3, 223440, 3, 223953, 1, 224465, 1, 224977, 1, 243554, 1, 244066, 1, 244578, 2, 245089, 4, 245601, 4, 246113, 5, 246625, 6, 247138, 3]"
